KRT12	GO:0005198
BHLHE40	GO:0032922
BHLHE40	GO:0046983
BHLHE40	GO:0050767
SUMF1	GO:0005783
LRRN1	GO:0005515
CNTN6	GO:0007420
CNTN6	GO:0098609
CNTN6	GO:0098632
RYBP	GO:0003677
RYBP	GO:0003712
RYBP	GO:0005634
RYBP	GO:0045893
EIF4E3	GO:0000340
EIF4E3	GO:0003743
EIF4E3	GO:0006413
EIF4E3	GO:0016281
FOXP1	GO:0000978
FOXP1	GO:0001227
FOXP1	GO:0005634
FOXP1	GO:0006357
FRMD4B	GO:0005856
FRMD4B	GO:0005912
FRMD4B	GO:0005923
FRMD4B	GO:0090162
LRIG1	GO:0005515
PRICKLE2	GO:0008270
PSMD6	GO:0005515
PSMD6	GO:0005838
PSMD6	GO:0043161
SNTN	GO:0046914
SYNPR	GO:0008021
SYNPR	GO:0030672
CADPS	GO:0016079
CADPS	GO:0045921
CADPS	GO:0098978
CADPS	GO:1990504
PTPRG	GO:0004725
PTPRG	GO:0005515
PTPRG	GO:0006470
ABHD6	GO:0003824
FLNB	GO:0030036
FLNB	GO:0051015
PDE12	GO:0000175
PDE12	GO:0000288
PDE12	GO:0005739
DNAH12	GO:0005524
DNAH12	GO:0007018
DNAH12	GO:0008569
DNAH12	GO:0016887
DNAH12	GO:0030286
DNAH12	GO:0045505
DNAH12	GO:0051959
APPL1	GO:0005737
APPL1	GO:0010008
APPL1	GO:0023052
APPL1	GO:0042802
HESX1	GO:0000978
HESX1	GO:0001227
HESX1	GO:0005634
HESX1	GO:0006357
HESX1	GO:0021983
HESX1	GO:0030900
IL17RD	GO:0030368
ERC2	GO:0007274
ERC2	GO:0048167
ERC2	GO:0048788
ERC2	GO:0048790
ERC2	GO:0098882
WNT5A	GO:0005109
WNT5A	GO:0005125
WNT5A	GO:0005576
WNT5A	GO:0005615
WNT5A	GO:0007275
WNT5A	GO:0030182
WNT5A	GO:0045165
WNT5A	GO:0060070
CHDH	GO:0005743
CHDH	GO:0008812
CHDH	GO:0050660
CACNA1D	GO:0005891
CACNA1D	GO:0008331
CACNA1D	GO:0016020
CACNA1D	GO:0098703
SFMBT1	GO:0003714
SFMBT1	GO:0005634
SFMBT1	GO:0006355
SFMBT1	GO:0042393
GLT8D1	GO:0005794
GLT8D1	GO:0016757
SEMA3G	GO:0001755
SEMA3G	GO:0005615
SEMA3G	GO:0007411
SEMA3G	GO:0030215
SEMA3G	GO:0030335
SEMA3G	GO:0045499
SEMA3G	GO:0048843
SEMA3G	GO:0050919
SEMA3G	GO:0071526
BAP1	GO:0004843
BAP1	GO:0005737
BAP1	GO:0006511
BAP1	GO:0016579
GLYCTK	GO:0005737
GLYCTK	GO:0006468
GLYCTK	GO:0008887
PPM1M	GO:0004722
PPM1M	GO:0006470
WDR82	GO:0003682
WDR82	GO:0005515
WDR82	GO:0048188
POC1A	GO:0005515
POC1A	GO:0005814
POC1A	GO:0036064
POC1A	GO:0060271
DUSP7	GO:0005737
DUSP7	GO:0005829
DUSP7	GO:0006470
DUSP7	GO:0008330
DUSP7	GO:0017017
DUSP7	GO:0043409
ABHD14A	GO:0005737
ABHD14B	GO:0005737
PARP3	GO:0003950
PARP3	GO:0035861
IQCF2	GO:0005516
IQCF3	GO:0005516
GRM2	GO:0001641
GRM2	GO:0007216
GRM2	GO:0016020
GRM2	GO:0051966
MAPKAPK3	GO:0002224
MAPKAPK3	GO:0004683
MAPKAPK3	GO:0005516
MAPKAPK3	GO:0005524
MAPKAPK3	GO:0005634
MAPKAPK3	GO:0005737
MAPKAPK3	GO:0009931
MAPKAPK3	GO:0018105
MAPKAPK3	GO:0034097
MAPKAPK3	GO:0035556
MAPKAPK3	GO:0046777
MAPKAPK3	GO:0051019
CISH	GO:0005942
CISH	GO:0035556
CISH	GO:0046854
CISH	GO:0046935
TMEM115	GO:0005794
TMEM115	GO:0006890
TMEM115	GO:0016020
CYB561D2	GO:0005783
CYB561D2	GO:0140575
HYAL2	GO:0004415
HYAL2	GO:0005975
HYAL2	GO:0030214
HYAL2	GO:0033906
SEMA3B	GO:0001755
SEMA3B	GO:0005615
SEMA3B	GO:0007411
SEMA3B	GO:0030215
SEMA3B	GO:0030335
SEMA3B	GO:0045499
SEMA3B	GO:0048843
SEMA3B	GO:0050919
SEMA3B	GO:0071526
SEMA3F	GO:0001755
SEMA3F	GO:0005615
SEMA3F	GO:0007411
SEMA3F	GO:0030215
SEMA3F	GO:0030335
SEMA3F	GO:0045499
SEMA3F	GO:0048843
SEMA3F	GO:0050919
SEMA3F	GO:0071526
INKA1	GO:0005634
INKA1	GO:0019901
INKA1	GO:0030291
IP6K1	GO:0000828
IP6K1	GO:0005634
IP6K1	GO:0005737
IP6K1	GO:0032958
IP6K1	GO:0046854
RNF123	GO:0004842
RNF123	GO:0005515
RNF123	GO:0005737
RNF123	GO:0051603
MST1	GO:0004252
MST1	GO:0006508
MST1	GO:0030971
BSN	GO:0030424
BSN	GO:0035418
BSN	GO:0046872
BSN	GO:0048788
BSN	GO:0098882
BSN	GO:0098978
BSN	GO:0098982
BSN	GO:1904071
AMT	GO:0004047
AMT	GO:0005515
AMT	GO:0005739
AMT	GO:0006546
KLHDC8B	GO:0005515
NCKIPSD	GO:0005515
NCKIPSD	GO:0006897
NCKIPSD	GO:0071933
PFKFB4	GO:0003873
PFKFB4	GO:0004331
PFKFB4	GO:0005524
PFKFB4	GO:0005829
PFKFB4	GO:0006000
PFKFB4	GO:0006003
FBXW12	GO:0005515
CDC25A	GO:0000086
CDC25A	GO:0004725
CDC25A	GO:0005634
CDC25A	GO:0005737
CDC25A	GO:0006470
CDC25A	GO:0010971
CDC25A	GO:0110032
MAP4	GO:0000226
MAP4	GO:0008017
MAP4	GO:0031175
MAP4	GO:0043005
SCAP	GO:0000139
SCAP	GO:0005515
SCAP	GO:0005789
SCAP	GO:0032933
SCAP	GO:0032934
KLHL18	GO:0005515
NBEAL2	GO:0005829
NBEAL2	GO:0008104
NBEAL2	GO:0016020
NBEAL2	GO:0019901
CCDC12	GO:0005684
CCDC12	GO:0071014
LTF	GO:0005576
LTF	GO:0005615
LTF	GO:0005769
LTF	GO:0005886
LTF	GO:0006826
LTF	GO:0019731
LTF	GO:0055037
CCRL2	GO:0004950
CCRL2	GO:0005737
CCRL2	GO:0006935
CCRL2	GO:0006954
CCRL2	GO:0006955
CCRL2	GO:0007186
CCRL2	GO:0016020
CCR5	GO:0005737
CCR5	GO:0006935
CCR5	GO:0006954
CCR5	GO:0006955
CCR5	GO:0007186
CCR5	GO:0016020
CCR5	GO:0016493
CCR5	GO:0071791
CCR2	GO:0001974
CCR2	GO:0005737
CCR2	GO:0006935
CCR2	GO:0006954
CCR2	GO:0006955
CCR2	GO:0007186
CCR2	GO:0016020
CCR2	GO:0016493
CCR2	GO:0090026
CCR1	GO:0005737
CCR1	GO:0006935
CCR1	GO:0006954
CCR1	GO:0006955
CCR1	GO:0007186
CCR1	GO:0016020
CCR1	GO:0016493
CCR1	GO:0035717
CCR1	GO:0071791
CCR1	GO:0090026
XCR1	GO:0004950
XCR1	GO:0006935
XCR1	GO:0006955
XCR1	GO:0007186
XCR1	GO:0016020
CCR9	GO:0006935
CCR9	GO:0006955
CCR9	GO:0007186
CCR9	GO:0016020
CCR9	GO:0016493
SLC6A20	GO:0005886
SLC6A20	GO:0015193
SLC6A20	GO:0035725
SACM1L	GO:0005783
SACM1L	GO:0043812
SACM1L	GO:0046856
GMIP	GO:0005096
GMIP	GO:0005886
GMIP	GO:0007165
GMIP	GO:0034260
GMIP	GO:0090630
LPAR2	GO:0007186
LPAR2	GO:0016020
LPAR2	GO:0070915
YJEFN3	GO:0005739
YJEFN3	GO:0052856
GATAD2A	GO:0000122
GATAD2A	GO:0016581
GATAD2A	GO:0043565
MAU2	GO:0000785
MAU2	GO:0003690
MAU2	GO:0005515
MAU2	GO:0007064
MAU2	GO:0032116
MAU2	GO:0034088
NCAN	GO:0005509
NCAN	GO:0005540
NCAN	GO:0007155
ARMC6	GO:0002244
ARMC6	GO:0005515
HOMER3	GO:0005737
HOMER3	GO:0005886
HOMER3	GO:0007216
HOMER3	GO:0014069
HOMER3	GO:0030425
HOMER3	GO:0035256
HOMER3	GO:2001256
DDX49	GO:0003676
DDX49	GO:0003724
DDX49	GO:0005524
KLHL26	GO:0005515
CRLF1	GO:0004896
CRLF1	GO:0005515
CRLF1	GO:0009897
CRLF1	GO:0019221
FKBP8	GO:0003755
FKBP8	GO:0005515
ELL	GO:0000987
ELL	GO:0006368
ELL	GO:0008023
ELL	GO:0032968
ELL	GO:0042795
SSBP4	GO:0003697
SSBP4	GO:0005515
SSBP4	GO:0005634
SSBP4	GO:0045944
GDF15	GO:0005125
GDF15	GO:0005576
GDF15	GO:0005615
GDF15	GO:0008083
GDF15	GO:0060395
PGPEP1	GO:0005829
PGPEP1	GO:0006508
PGPEP1	GO:0016920
IQCN	GO:0005515
RAB3A	GO:0003924
RAB3A	GO:0005525
RAB3A	GO:0005768
RAB3A	GO:0005886
RAB3A	GO:0006904
RAB3A	GO:0007409
RAB3A	GO:0008021
RAB3A	GO:0009306
RAB3A	GO:0017157
RAB3A	GO:0030424
RAB3A	GO:0030672
RAB3A	GO:0031630
RAB3A	GO:0048790
RAB3A	GO:0072659
MPV17L2	GO:0005737
MPV17L2	GO:0016020
MPV17L2	GO:0061668
IL12RB1	GO:0005515
KCNN1	GO:0005516
KCNN1	GO:0005886
KCNN1	GO:0016286
KCNN1	GO:0043005
KCNN1	GO:0043025
KCNN1	GO:0071805
SLC5A5	GO:0006590
SLC5A5	GO:0006814
SLC5A5	GO:0008507
SLC5A5	GO:0016020
SLC5A5	GO:1904200
B3GNT3	GO:0006486
B3GNT3	GO:0008532
B3GNT3	GO:0016020
UNC13A	GO:0005509
UNC13A	GO:0005516
UNC13A	GO:0005543
UNC13A	GO:0005886
UNC13A	GO:0007528
UNC13A	GO:0016081
UNC13A	GO:0016082
UNC13A	GO:0016188
UNC13A	GO:0017075
UNC13A	GO:0019992
UNC13A	GO:0030672
UNC13A	GO:0031594
UNC13A	GO:0035249
UNC13A	GO:0042734
UNC13A	GO:0043195
UNC13A	GO:0061789
UNC13A	GO:0098831
UNC13A	GO:0099525
COLGALT1	GO:0050211
SLC27A1	GO:0001579
SLC27A1	GO:0004467
SLC27A1	GO:0005324
SLC27A1	GO:0005743
SLC27A1	GO:0005886
SLC27A1	GO:0006646
SLC27A1	GO:0006654
SLC27A1	GO:0006656
SLC27A1	GO:0006659
SLC27A1	GO:0006661
SLC27A1	GO:0009409
SLC27A1	GO:0015245
SLC27A1	GO:0031652
SLC27A1	GO:0032049
SLC27A1	GO:0032868
SLC27A1	GO:0033211
SLC27A1	GO:0044539
SLC27A1	GO:0071072
SLC27A1	GO:0071902
NXNL1	GO:0005739
NXNL1	GO:0045494
PLVAP	GO:0002693
PLVAP	GO:0005901
PLVAP	GO:0043114
GTPBP3	GO:0002098
GTPBP3	GO:0003924
GTPBP3	GO:0005515
GTPBP3	GO:0005525
GTPBP3	GO:0005737
GTPBP3	GO:0005739
GTPBP3	GO:0030488
ANO8	GO:0005254
ANO8	GO:0005886
ANO8	GO:1902476
ABHD8	GO:0003824
MYO9B	GO:0000146
MYO9B	GO:0005096
MYO9B	GO:0005515
MYO9B	GO:0005524
MYO9B	GO:0007266
MYO9B	GO:0016459
MYO9B	GO:0030048
CPAMD8	GO:0004866
CPAMD8	GO:0005515
CPAMD8	GO:0005576
CPAMD8	GO:0005615
F2RL3	GO:0007200
F2RL3	GO:0007596
F2RL3	GO:0015057
F2RL3	GO:0016020
F2RL3	GO:0035025
F2RL3	GO:0070493
MED26	GO:0003712
MED26	GO:0005634
MED26	GO:0006357
MED26	GO:0010628
MED26	GO:0016592
MED26	GO:0070847
SLC35E1	GO:0005794
SLC35E1	GO:0015297
EPS15L1	GO:0005509
EPS15L1	GO:0005737
EPS15L1	GO:0005886
EPS15L1	GO:0006897
EPS15L1	GO:0016197
EPS15L1	GO:0030132
EPS15L1	GO:0045296
HSH2D	GO:0005737
OR1AB3	GO:0004930
OR1AB3	GO:0004984
OR1AB3	GO:0007186
OR1AB3	GO:0016020
OR10H2	GO:0004930
OR10H2	GO:0004984
OR10H2	GO:0007186
OR10H2	GO:0016020
LOC484858	GO:0004930
LOC484858	GO:0004984
LOC484858	GO:0007186
LOC484858	GO:0016020
OR10H4C	GO:0004930
OR10H4C	GO:0004984
OR10H4C	GO:0007186
OR10H4C	GO:0016020
LOC484861	GO:0004930
LOC484861	GO:0004984
LOC484861	GO:0007186
LOC484861	GO:0016020
OR10H5B	GO:0004930
OR10H5B	GO:0004984
OR10H5B	GO:0007186
OR10H5B	GO:0016020
OR10H1	GO:0004930
OR10H1	GO:0004984
OR10H1	GO:0007186
OR10H1	GO:0016020
OR1AE1	GO:0004930
OR1AE1	GO:0004984
OR1AE1	GO:0007186
OR1AE1	GO:0016020
LOC484867	GO:0004497
LOC484867	GO:0005506
LOC484867	GO:0016705
LOC484867	GO:0020037
CYP4F22	GO:0004497
CYP4F22	GO:0005506
CYP4F22	GO:0005789
CYP4F22	GO:0016705
CYP4F22	GO:0020037
CYP4F22	GO:0046513
BRD4	GO:0000785
BRD4	GO:0005634
BRD4	GO:0006338
BRD4	GO:0032968
OR1I1	GO:0004930
OR1I1	GO:0004984
OR1I1	GO:0007186
OR1I1	GO:0016020
OR7C2	GO:0004930
OR7C2	GO:0004984
OR7C2	GO:0007186
OR7C2	GO:0016020
OR7C19	GO:0004930
OR7C19	GO:0004984
OR7C19	GO:0007186
OR7C19	GO:0016020
OR7A26	GO:0004930
OR7A26	GO:0004984
OR7A26	GO:0007186
OR7A26	GO:0016020
OR7A68	GO:0004930
OR7A68	GO:0004984
OR7A68	GO:0007186
OR7A68	GO:0016020
OR7A17	GO:0004930
OR7A17	GO:0004984
OR7A17	GO:0007186
OR7A17	GO:0016020
OR7A54	GO:0004930
OR7A54	GO:0004984
OR7A54	GO:0007186
OR7A54	GO:0016020
OR7A53	GO:0004930
OR7A53	GO:0004984
OR7A53	GO:0007186
OR7A53	GO:0016020
OR7A65	GO:0004930
OR7A65	GO:0004984
OR7A65	GO:0007186
OR7A65	GO:0016020
OR7A74	GO:0004930
OR7A74	GO:0004984
OR7A74	GO:0007186
OR7A74	GO:0016020
OR7A66	GO:0004930
OR7A66	GO:0004984
OR7A66	GO:0007186
OR7A66	GO:0016020
OR7A58	GO:0004930
OR7A58	GO:0004984
OR7A58	GO:0007186
OR7A58	GO:0016020
OR7A23	GO:0004930
OR7A23	GO:0004984
OR7A23	GO:0007186
OR7A23	GO:0016020
OR7A55	GO:0004930
OR7A55	GO:0004984
OR7A55	GO:0007186
OR7A55	GO:0016020
OR7A63	GO:0004930
OR7A63	GO:0004984
OR7A63	GO:0007186
OR7A63	GO:0016020
OR7A64	GO:0004930
OR7A64	GO:0004984
OR7A64	GO:0007186
OR7A64	GO:0016020
OR7A51	GO:0004930
OR7A51	GO:0004984
OR7A51	GO:0007186
OR7A51	GO:0016020
OR7A70	GO:0004930
OR7A70	GO:0004984
OR7A70	GO:0007186
OR7A70	GO:0016020
LOC484897	GO:0004930
LOC484897	GO:0005509
LOC484897	GO:0007166
LOC484897	GO:0007189
LOC484897	GO:0016020
LOC484898	GO:0004930
LOC484898	GO:0005509
LOC484898	GO:0007166
LOC484898	GO:0007189
LOC484898	GO:0016020
ZNF333	GO:0006355
ADGRE3	GO:0004930
ADGRE3	GO:0005509
ADGRE3	GO:0007166
ADGRE3	GO:0007189
ADGRE3	GO:0016020
GIPC1	GO:0005515
ADGRE5	GO:0004930
ADGRE5	GO:0005509
ADGRE5	GO:0007166
ADGRE5	GO:0007189
ADGRE5	GO:0016020
ASF1B	GO:0005634
ASF1B	GO:0006335
ASF1B	GO:0042393
IL27RA	GO:0005143
IL27RA	GO:0009897
IL27RA	GO:0019221
IL27RA	GO:0042019
IL27RA	GO:0042022
IL27RA	GO:0042104
IL27RA	GO:0045509
IL27RA	GO:0072536
RFX1	GO:0000978
RFX1	GO:0000981
RFX1	GO:0005634
RFX1	GO:0006357
DCAF15	GO:0016567
DCAF15	GO:0080008
PODNL1	GO:0005515
PODNL1	GO:0005615
CC2D1A	GO:0000978
CC2D1A	GO:0001227
CC2D1A	GO:0005634
CC2D1A	GO:0006357
ZSWIM4	GO:0008270
ZSWIM4	GO:0031462
MRI1	GO:0019509
MRI1	GO:0046523
YJU2B	GO:0000398
YJU2B	GO:0005684
YJU2B	GO:0071014
NACC1	GO:0000978
NACC1	GO:0000981
NACC1	GO:0005515
NACC1	GO:0006357
NFIX	GO:0000978
NFIX	GO:0000981
NFIX	GO:0005634
NFIX	GO:0006357
DAND5	GO:0005615
DAND5	GO:0016015
DAND5	GO:0023019
DAND5	GO:0035582
DAND5	GO:0061371
RAD23A	GO:0003684
RAD23A	GO:0005654
RAD23A	GO:0005829
RAD23A	GO:0006289
RAD23A	GO:0031593
RAD23A	GO:0043130
RAD23A	GO:0043161
RAD23A	GO:0070628
SYCE2	GO:0000801
SYCE2	GO:0007130
KLF1	GO:0000978
KLF1	GO:0000981
KLF1	GO:0006357
TNPO2	GO:0005634
TNPO2	GO:0005737
TNPO2	GO:0006606
TNPO2	GO:0008139
TNPO2	GO:0031267
TNPO2	GO:0061608
WDR83	GO:0000398
WDR83	GO:0005515
WDR83	GO:0071013
MAN2B1	GO:0004559
MAN2B1	GO:0005764
MAN2B1	GO:0006013
MAN2B1	GO:0030246
LOC484933	GO:0000122
LOC484933	GO:0000978
LOC484933	GO:0001227
LOC484934	GO:0006355
CNN1	GO:0003779
CNN1	GO:0031032
ECSIT	GO:0005739
ZNF653	GO:0003712
ZNF653	GO:0005634
ZNF653	GO:0006357
ELAVL3	GO:0003723
ELAVL3	GO:1990904
PRKCSH	GO:0001889
PRKCSH	GO:0005509
PRKCSH	GO:0005515
PRKCSH	GO:0006491
PRKCSH	GO:0017177
RGL3	GO:0005085
RGL3	GO:0005886
RGL3	GO:0007265
RGL3	GO:0043547
EPOR	GO:0004900
EPOR	GO:0005515
EPOR	GO:0008284
EPOR	GO:0009897
EPOR	GO:0016020
EPOR	GO:0019221
EPOR	GO:0030097
PLPPR2	GO:0006644
PLPPR2	GO:0007165
PLPPR2	GO:0008195
PLPPR2	GO:0046839
YIPF2	GO:0005794
YIPF2	GO:0016020
YIPF2	GO:0016192
YIPF2	GO:0031267
CARM1	GO:0016274
CARM1	GO:0018216
TMED1	GO:0005783
TMED1	GO:0005793
TMED1	GO:0005794
TMED1	GO:0006886
TMED1	GO:0006888
TMED1	GO:0007030
TMED1	GO:0030134
DNM2	GO:0003924
DNM2	GO:0005525
DNM2	GO:0005737
DNM2	GO:0005874
DNM2	GO:0008017
DNM2	GO:0016020
ILF3	GO:0003725
ILF3	GO:0003727
ILF3	GO:0071011
SLC44A2	GO:0015220
SLC44A2	GO:0015871
SLC44A2	GO:0016020
SLC44A2	GO:0055085
KRI1	GO:0000447
KRI1	GO:0005730
KRI1	GO:0030686
ATG4D	GO:0019786
CDC37	GO:0005737
CDC37	GO:0006457
CDC37	GO:0019901
CDC37	GO:0031072
CDC37	GO:0050821
CDC37	GO:0051082
CDC37	GO:0051087
FDX2	GO:0005739
FDX2	GO:0051353
FDX2	GO:0051537
FDX2	GO:0140647
ICAM5	GO:0005178
ICAM5	GO:0016020
ICAM5	GO:0098609
S1PR2	GO:0003376
S1PR2	GO:0016020
S1PR2	GO:0038036
LOC484960	GO:0004866
LOC484960	GO:0005515
LOC484960	GO:0005576
LOC484960	GO:0005615
COL5A3	GO:0005201
OLFM2	GO:0005615
OLFM2	GO:0007165
PIN1	GO:0003755
PIN1	GO:0005515
PIN1	GO:0005634
PIN1	GO:0005829
FBXL12	GO:0005515
FBXL12	GO:0019005
FBXL12	GO:0031146
FBXL12	GO:0031398
ZNF846	GO:0000122
ZNF846	GO:0000978
ZNF846	GO:0001227
LOC484969	GO:0000122
LOC484969	GO:0001227
ZNF699	GO:0006355
OR7E154	GO:0004930
OR7E154	GO:0004984
OR7E154	GO:0007186
OR7E154	GO:0016020
OR7D4	GO:0004930
OR7D4	GO:0004984
OR7D4	GO:0007186
OR7D4	GO:0016020
OR7H3	GO:0004930
OR7H3	GO:0004984
OR7H3	GO:0007186
OR7H3	GO:0016020
ZNF317	GO:0000122
ZNF317	GO:0001817
ZNF317	GO:0002682
OR7G10	GO:0004930
OR7G10	GO:0004984
OR7G10	GO:0007186
OR7G10	GO:0016020
LOC484977	GO:0005737
LOC484977	GO:0006457
LOC484977	GO:0016272
LOC484977	GO:0044183
LOC484977	GO:0051082
LOC484978	GO:0000122
LOC484978	GO:0001227
OR7G9	GO:0004930
OR7G9	GO:0004984
OR7G9	GO:0007186
OR7G9	GO:0016020
OR7G8	GO:0004930
OR7G8	GO:0004984
OR7G8	GO:0007186
OR7G8	GO:0016020
OR7G13	GO:0004930
OR7G13	GO:0004984
OR7G13	GO:0007186
OR7G13	GO:0016020
OR7G6	GO:0004930
OR7G6	GO:0004984
OR7G6	GO:0007186
OR7G6	GO:0016020
OR1M1	GO:0004930
OR1M1	GO:0004984
OR1M1	GO:0007186
OR1M1	GO:0016020
OR1M1B	GO:0004930
OR1M1B	GO:0004984
OR1M1B	GO:0007186
OR1M1B	GO:0016020
INSR	GO:0005009
INSR	GO:0005524
INSR	GO:0005899
INSR	GO:0007169
INSR	GO:0007275
INSR	GO:0016020
INSR	GO:0030424
INSR	GO:0033674
INSR	GO:0042593
INSR	GO:0043410
INSR	GO:0043548
INSR	GO:0043560
INSR	GO:0046777
INSR	GO:0051897
ARHGEF18	GO:0005085
ARHGEF18	GO:0007264
PEX11G	GO:0005778
PEX11G	GO:0016559
PNPLA6	GO:0004622
PNPLA6	GO:0005783
PNPLA6	GO:0046470
CAMSAP3	GO:0005516
CAMSAP3	GO:0007026
CAMSAP3	GO:0030507
CAMSAP3	GO:0031122
CAMSAP3	GO:0031175
CAMSAP3	GO:0036449
CAMSAP3	GO:0051011
XAB2	GO:0000349
XAB2	GO:0000398
XAB2	GO:0000974
XAB2	GO:0005515
XAB2	GO:0071007
XAB2	GO:0071014
PCP2	GO:0005085
PCP2	GO:0005515
TRAPPC5	GO:0006888
TRAPPC5	GO:1990070
TRAPPC5	GO:1990071
TRAPPC5	GO:1990072
LRRC8E	GO:0005515
MAP2K7	GO:0004672
MAP2K7	GO:0005524
MAP2K7	GO:0006468
TIMM44	GO:0005743
TIMM44	GO:0030150
TIMM44	GO:0051087
FBN3	GO:0005509
CERS4	GO:0003677
CERS4	GO:0016020
CERS4	GO:0046513
CERS4	GO:0050291
RPS28	GO:0000028
RPS28	GO:0003735
RPS28	GO:0005840
RPS28	GO:0006412
RPS28	GO:0022627
RPS28	GO:0030490
MYO1F	GO:0000146
MYO1F	GO:0005524
MYO1F	GO:0005737
MYO1F	GO:0005886
MYO1F	GO:0005902
MYO1F	GO:0007015
MYO1F	GO:0015629
MYO1F	GO:0016459
MYO1F	GO:0030050
MYO1F	GO:0031982
MYO1F	GO:0051015
ACTL9	GO:0005737
ACTL9	GO:0007409
ACTL9	GO:0016020
ACTL9	GO:0019901
ACTL9	GO:0030424
ACTL9	GO:0031492
ACTL9	GO:0035267
ACTL9	GO:0045202
ACTL9	GO:0048870
OR2Z1	GO:0004930
OR2Z1	GO:0004984
OR2Z1	GO:0007186
OR2Z1	GO:0016020
ADGRE1	GO:0004930
ADGRE1	GO:0005509
ADGRE1	GO:0007166
ADGRE1	GO:0007189
ADGRE1	GO:0016020
VAV1	GO:0005085
VAV1	GO:0005515
VAV1	GO:0005737
VAV1	GO:0016477
VAV1	GO:0035556
VAV1	GO:0043087
SH2D3A	GO:0001784
SH2D3A	GO:0005085
SH2D3A	GO:0007264
SH2D3A	GO:0033138
CD70	GO:0005164
CD70	GO:0005886
CD70	GO:0006955
CD70	GO:0033209
CD70	GO:0070062
KHSRP	GO:0003729
KHSRP	GO:0005634
KHSRP	GO:0005737
KHSRP	GO:0006355
MLLT1	GO:0006355
MLLT1	GO:0032783
LOC485024	GO:0004467
LOC485024	GO:0005783
LOC485024	GO:0016020
HSD11B1L	GO:0016491
HSD11B1L	GO:0043231
SAFB	GO:0003723
SAFB	GO:0005634
SAFB	GO:0006357
SAFB	GO:0043565
SAFB	GO:0050684
ZNRF4	GO:0005654
ZNRF4	GO:0005737
PTPRS	GO:0004725
PTPRS	GO:0005515
PTPRS	GO:0006470
PLIN3	GO:0005811
PLIN3	GO:0005829
PLIN3	GO:0010890
PLIN3	GO:0019915
FEM1A	GO:0005515
DPP9	GO:0006508
DPP9	GO:0008236
DPP9	GO:0008239
TNFAIP8L1	GO:0005737
TNFAIP8L1	GO:0032007
TNFAIP8L1	GO:0042981
SEMA6B	GO:0001755
SEMA6B	GO:0005615
SEMA6B	GO:0007411
SEMA6B	GO:0030215
SEMA6B	GO:0030335
SEMA6B	GO:0045499
SEMA6B	GO:0048843
SEMA6B	GO:0050919
SEMA6B	GO:0071526
HDGFL2	GO:0003690
HDGFL2	GO:0003712
HDGFL2	GO:0005634
HDGFL2	GO:0006357
UBXN6	GO:0005515
UBXN6	GO:0005737
CHAF1A	GO:0005634
CHAF1A	GO:0006334
CHAF1A	GO:0033186
SH3GL1	GO:0005515
SH3GL1	GO:0005737
SH3GL1	GO:0016191
SH3GL1	GO:0098793
SH3GL1	GO:0098978
MPND	GO:0006302
MPND	GO:0008237
MPND	GO:0031593
MPND	GO:0070531
MPND	GO:0070552
STAP2	GO:0035591
EBI3	GO:0004896
EBI3	GO:0005515
EBI3	GO:0009897
EBI3	GO:0016020
EBI3	GO:0019221
ANKRD24	GO:0003779
SIRT6	GO:0070403
CREB3L3	GO:0000978
CREB3L3	GO:0000981
CREB3L3	GO:0005634
CREB3L3	GO:0006357
ZBTB7A	GO:0000978
ZBTB7A	GO:0000981
ZBTB7A	GO:0005515
ZBTB7A	GO:0006357
PIAS4	GO:0003712
PIAS4	GO:0006357
PIAS4	GO:0008270
PIAS4	GO:0016925
PIAS4	GO:0061665
ATCAY	GO:0005737
ATCAY	GO:0006915
ZFR2	GO:0003725
ZFR2	GO:0003727
ZFR2	GO:0008270
ZFR2	GO:0071011
MRPL54	GO:0003735
MRPL54	GO:0005762
APBA3	GO:0001540
APBA3	GO:0005515
APBA3	GO:0005737
APBA3	GO:0005886
APBA3	GO:0007268
APBA3	GO:0043197
PIP5K1C	GO:0046488
PIP5K1C	GO:0052742
CACTIN	GO:0005515
CACTIN	GO:0005681
CACTIN	GO:0005737
CACTIN	GO:0045292
CACTIN	GO:0045824
TBXA2R	GO:0004961
TBXA2R	GO:0005886
TBXA2R	GO:0006954
TBXA2R	GO:0007189
TBXA2R	GO:0007204
TBXA2R	GO:0045777
TBXA2R	GO:0045907
GIPC3	GO:0005515
MFSD12	GO:0008643
MFSD12	GO:0015293
MFSD12	GO:0016020
FZR1	GO:0005515
FZR1	GO:0005680
FZR1	GO:0010997
FZR1	GO:0031145
FZR1	GO:1904668
FZR1	GO:1905786
FZR1	GO:1990757
DOHH	GO:0008612
DOHH	GO:0019135
NFIC	GO:0000978
NFIC	GO:0000981
NFIC	GO:0005634
NFIC	GO:0006357
NCLN	GO:0005789
NCLN	GO:0009966
GNA15	GO:0001508
GNA15	GO:0001664
GNA15	GO:0003924
GNA15	GO:0005834
GNA15	GO:0007188
GNA15	GO:0019001
GNA15	GO:0031683
GNA15	GO:0060158
TLE6	GO:0003714
TLE6	GO:0005515
TLE6	GO:0005634
TLE6	GO:0005667
TLE6	GO:0006355
TLE6	GO:0090090
SGTA	GO:0005515
SGTA	GO:0006620
SGTA	GO:0016020
SGTA	GO:0060090
SGTA	GO:0072380
DIRAS1	GO:0003924
DIRAS1	GO:0005525
DIRAS1	GO:0005886
